query_id,context_type,abstention_policy,abstain_threshold,vote_threshold,normalization_mode,aggregation_mode,tie_breaker,group_size,final_answer,abstained,winning_normalized_answer,winning_vote_count,winning_vote_share,vote_margin,denominator,n_groups,n_abstentions,abstention_rate,wrong_answer_vote_share,correct_answer_vote_share,strict_asr_success,correct_answer_match,vote_counts
5a8e068b5542995085b37384,mutated,include_abstentions,0.6,0.5,token,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,8,0.8,0.6,10,10,0,0.0,0.2,0.8,False,False,"{""yes ferocactus and silene are both types of plants"": 8, ""no"": 2}"
5a8e068b5542995085b37384,mutated,include_abstentions,0.7,0.5,squad,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.2,10,10,0,0.0,0.2,0.8,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""yes"": 3, ""no"": 2}"
5a8e068b5542995085b37384,mutated,include_abstentions,0.7,0.5,squad,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,8,0.8,0.6,10,10,0,0.0,0.2,0.8,False,False,"{""yes ferocactus and silene are both types of plants"": 8, ""no"": 2}"
5a8e068b5542995085b37384,mutated,include_abstentions,0.7,0.5,token,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.2,10,10,0,0.0,0.2,0.8,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""yes"": 3, ""no"": 2}"
5a8e068b5542995085b37384,mutated,include_abstentions,0.7,0.5,token,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,8,0.8,0.6,10,10,0,0.0,0.2,0.8,False,False,"{""yes ferocactus and silene are both types of plants"": 8, ""no"": 2}"
5a8e068b5542995085b37384,original,discard_abstentions,0.0,0.5,squad,exact,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is"": 1, ""no ferocactus is type of plant cactus while silene is not"": 1, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.0,0.5,squad,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is not"": 2, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.0,0.5,token,exact,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is a"": 1, ""no ferocactus is a type of plant cactus while silene is not"": 1, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.0,0.5,token,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is not"": 2, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.5,0.5,squad,exact,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is"": 1, ""no ferocactus is type of plant cactus while silene is not"": 1, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.5,0.5,squad,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is not"": 2, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.5,0.5,token,exact,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is a"": 1, ""no ferocactus is a type of plant cactus while silene is not"": 1, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.5,0.5,token,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is not"": 2, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.6,0.5,squad,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is"": 1, ""no ferocactus is type of plant cactus while silene is not"": 1, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.6,0.5,squad,keyword,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is not"": 2, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.6,0.5,token,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is a"": 1, ""no ferocactus is a type of plant cactus while silene is not"": 1, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.6,0.5,token,keyword,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is not"": 2, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.7,0.5,squad,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is"": 1, ""no ferocactus is type of plant cactus while silene is not"": 1, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.7,0.5,squad,keyword,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is not"": 2, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.7,0.5,token,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is a"": 1, ""no ferocactus is a type of plant cactus while silene is not"": 1, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,discard_abstentions,0.7,0.5,token,keyword,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is not"": 2, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.0,0.5,squad,exact,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is"": 1, ""no ferocactus is type of plant cactus while silene is not"": 1, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.0,0.5,squad,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is not"": 2, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.0,0.5,token,exact,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is a"": 1, ""no ferocactus is a type of plant cactus while silene is not"": 1, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.0,0.5,token,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is not"": 2, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.5,0.5,squad,exact,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is"": 1, ""no ferocactus is type of plant cactus while silene is not"": 1, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.5,0.5,squad,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is not"": 2, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.5,0.5,token,exact,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is a"": 1, ""no ferocactus is a type of plant cactus while silene is not"": 1, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.5,0.5,token,keyword,abstain,1,yes ferocactus and silene are both types of plants,False,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is not"": 2, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.6,0.5,squad,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is"": 1, ""no ferocactus is type of plant cactus while silene is not"": 1, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.6,0.5,squad,keyword,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is not"": 2, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.6,0.5,token,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is a"": 1, ""no ferocactus is a type of plant cactus while silene is not"": 1, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.6,0.5,token,keyword,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is not"": 2, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.7,0.5,squad,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is"": 1, ""no ferocactus is type of plant cactus while silene is not"": 1, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.7,0.5,squad,keyword,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is type of plant cactus while silene is not"": 2, ""no ferocactus is type of plant within cacti family while"": 1, ""no ferocactus is type of plant while silene is chemical"": 1, ""no ferocactus is type of plant specifically cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.7,0.5,token,exact,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.4,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is a"": 1, ""no ferocactus is a type of plant cactus while silene is not"": 1, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5a8e068b5542995085b37384,original,include_abstentions,0.7,0.5,token,keyword,abstain,1,I don't know,True,yes ferocactus and silene are both types of plants,5,0.5,0.3,10,10,0,0.0,0.5,0.5,False,False,"{""yes ferocactus and silene are both types of plants"": 5, ""no ferocactus is a type of plant cactus while silene is not"": 2, ""no ferocactus is a type of plant within the cacti family while"": 1, ""no ferocactus is a type of plant while silene is a chemical"": 1, ""no ferocactus is a type of plant specifically a cactus while silene"": 1}"
5ae224da554299234fd043ee,mutated,discard_abstentions,0.0,0.5,squad,exact,abstain,1,yes,False,yes,5,0.5,0.3,10,10,0,0.0,0.9,0.1,True,False,"{""yes"": 5, ""yes drink gibson contains gin while zurracapote does not contain gin"": 2, ""yes drink gibson contains gin but zurracapote does not contain gin"": 1, ""no zurracapote does not contain gin"": 1, ""yes drink gibson contains gin while zurracapote does not typically contain"": 1}"
5ae224da554299234fd043ee,mutated,discard_abstentions,0.0,0.5,squad,keyword,abstain,1,yes drink gibson contains gin while zurracapote does not typically contain,False,yes drink gibson contains gin while zurracapote does not typically contain,8,0.8,0.7,10,10,0,0.0,0.9,0.1,True,False,"{""yes drink gibson contains gin while zurracapote does not typically contain"": 8, ""yes drink gibson contains gin but zurracapote does not contain gin"": 1, ""no zurracapote does not contain gin"": 1}"
5ae224da554299234fd043ee,mutated,discard_abstentions,0.0,0.5,token,exact,abstain,1,yes,False,yes,5,0.5,0.3,10,10,0,0.0,0.9,0.1,True,False,"{""yes"": 5, ""yes the drink gibson contains gin while zurracapote does not contain gin"": 2, ""yes the drink gibson contains gin but zurracapote does not contain gin"": 1, ""no zurracapote does not contain gin"": 1, ""yes the drink gibson contains gin while zurracapote does not typically contain"": 1}"
5ae224da554299234fd043ee,mutated,discard_abstentions,0.0,0.5,token,keyword,abstain,1,yes the drink gibson contains gin while zurracapote does not typically contain,False,yes the drink gibson contains gin while zurracapote does not typically contain,8,0.8,0.7,10,10,0,0.0,0.9,0.1,True,False,"{""yes the drink gibson contains gin while zurracapote does not typically contain"": 8, ""yes the drink gibson contains gin but zurracapote does not contain gin"": 1, ""no zurracapote does not contain gin"": 1}"
