family,query_id,poison_slot,selection_role,source_file_doc_id,canonical_doc_id,doc_id_mismatch,mutated_text_unchanged_from_original,target_wrong_answer_simple_match,possible_true_answer_leak,true_answer_leak_low_confidence,true_answer_leak_expected_named_entity_choice,duplicate_mutated_text_within_family_query,record_level_flags,passage_level_flags,included_in_normalized_output
ragdefender_targeted,5a8e068b5542995085b37384,4,backup,adv::LM_targeted::5a8e068b5542995085b37384::4,adv::LM_targeted::5a8e068b5542995085b37384::97,True,False,True,False,False,False,False,,,True
filterrag_targeted,5ae224da554299234fd043ee,0,primary,adv::LM_targeted::5ae224da554299234fd043ee::201,adv::LM_targeted::5ae224da554299234fd043ee::201,False,False,True,False,False,False,False,,,True
filterrag_targeted,5ae224da554299234fd043ee,1,primary,adv::LM_targeted::5ae224da554299234fd043ee::203,adv::LM_targeted::5ae224da554299234fd043ee::203,False,False,True,False,False,False,False,,,True
filterrag_targeted,5ae224da554299234fd043ee,2,primary,adv::LM_targeted::5ae224da554299234fd043ee::204,adv::LM_targeted::5ae224da554299234fd043ee::204,False,False,True,False,False,False,False,,,True
filterrag_targeted,5ae224da554299234fd043ee,3,primary,adv::LM_targeted::5ae224da554299234fd043ee::200,adv::LM_targeted::5ae224da554299234fd043ee::200,False,False,True,False,False,False,False,,,True
filterrag_targeted,5ae224da554299234fd043ee,4,primary,adv::LM_targeted::5ae224da554299234fd043ee::202,adv::LM_targeted::5ae224da554299234fd043ee::202,False,False,True,False,False,False,False,,,True
filterrag_targeted,5aba749055429901930fa7d8,0,primary,adv::LM_targeted::5aba749055429901930fa7d8::190,adv::LM_targeted::5aba749055429901930fa7d8::190,False,False,True,False,False,False,False,,,True
filterrag_targeted,5aba749055429901930fa7d8,1,primary,adv::LM_targeted::5aba749055429901930fa7d8::191,adv::LM_targeted::5aba749055429901930fa7d8::191,False,False,True,False,False,False,False,,,True
filterrag_targeted,5aba749055429901930fa7d8,2,primary,adv::LM_targeted::5aba749055429901930fa7d8::193,adv::LM_targeted::5aba749055429901930fa7d8::193,False,False,True,False,False,False,False,,,True
filterrag_targeted,5aba749055429901930fa7d8,3,primary,adv::LM_targeted::5aba749055429901930fa7d8::192,adv::LM_targeted::5aba749055429901930fa7d8::192,False,False,True,False,False,False,False,,,True
filterrag_targeted,5aba749055429901930fa7d8,4,primary,adv::LM_targeted::5aba749055429901930fa7d8::194,adv::LM_targeted::5aba749055429901930fa7d8::194,False,False,True,False,False,False,False,,,True
filterrag_targeted,5ae22b8d554299234fd0440f,0,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::36,adv::LM_targeted::5ae22b8d554299234fd0440f::36,False,False,True,False,False,False,False,,,True
filterrag_targeted,5ae22b8d554299234fd0440f,1,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::38,adv::LM_targeted::5ae22b8d554299234fd0440f::38,False,False,True,False,False,False,False,,,True
filterrag_targeted,5ae22b8d554299234fd0440f,2,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::35,adv::LM_targeted::5ae22b8d554299234fd0440f::35,False,False,True,False,False,False,False,,,True
filterrag_targeted,5ae22b8d554299234fd0440f,3,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::37,adv::LM_targeted::5ae22b8d554299234fd0440f::37,False,False,True,False,False,False,False,,,True
filterrag_targeted,5ae22b8d554299234fd0440f,4,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::39,adv::LM_targeted::5ae22b8d554299234fd0440f::39,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a7759fc5542993569682d60,0,primary,adv::LM_targeted::5a7759fc5542993569682d60::187,adv::LM_targeted::5a7759fc5542993569682d60::187,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a7759fc5542993569682d60,1,primary,adv::LM_targeted::5a7759fc5542993569682d60::189,adv::LM_targeted::5a7759fc5542993569682d60::189,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a7759fc5542993569682d60,2,primary,adv::LM_targeted::5a7759fc5542993569682d60::186,adv::LM_targeted::5a7759fc5542993569682d60::186,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a7759fc5542993569682d60,3,primary,adv::LM_targeted::5a7759fc5542993569682d60::188,adv::LM_targeted::5a7759fc5542993569682d60::188,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a7759fc5542993569682d60,4,primary,adv::LM_targeted::5a7759fc5542993569682d60::185,adv::LM_targeted::5a7759fc5542993569682d60::185,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a8133725542995ce29dcbdb,0,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::22,adv::LM_targeted::5a8133725542995ce29dcbdb::22,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
filterrag_targeted,5a8133725542995ce29dcbdb,1,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::21,adv::LM_targeted::5a8133725542995ce29dcbdb::21,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
filterrag_targeted,5a8133725542995ce29dcbdb,2,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::24,adv::LM_targeted::5a8133725542995ce29dcbdb::24,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
filterrag_targeted,5a8133725542995ce29dcbdb,3,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::23,adv::LM_targeted::5a8133725542995ce29dcbdb::23,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
filterrag_targeted,5a8133725542995ce29dcbdb,4,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::20,adv::LM_targeted::5a8133725542995ce29dcbdb::20,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
filterrag_targeted,5a8e068b5542995085b37384,0,backup,adv::LM_targeted::5a8e068b5542995085b37384::96,adv::LM_targeted::5a8e068b5542995085b37384::96,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a8e068b5542995085b37384,1,backup,adv::LM_targeted::5a8e068b5542995085b37384::95,adv::LM_targeted::5a8e068b5542995085b37384::95,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a8e068b5542995085b37384,2,backup,adv::LM_targeted::5a8e068b5542995085b37384::99,adv::LM_targeted::5a8e068b5542995085b37384::99,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a8e068b5542995085b37384,3,backup,adv::LM_targeted::5a8e068b5542995085b37384::98,adv::LM_targeted::5a8e068b5542995085b37384::98,False,False,True,False,False,False,False,,,True
filterrag_targeted,5a8e068b5542995085b37384,4,backup,adv::LM_targeted::5a8e068b5542995085b37384::97,adv::LM_targeted::5a8e068b5542995085b37384::97,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae224da554299234fd043ee,0,primary,adv::LM_targeted::5ae224da554299234fd043ee::201,adv::LM_targeted::5ae224da554299234fd043ee::201,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae224da554299234fd043ee,1,primary,adv::LM_targeted::5ae224da554299234fd043ee::203,adv::LM_targeted::5ae224da554299234fd043ee::203,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae224da554299234fd043ee,2,primary,adv::LM_targeted::5ae224da554299234fd043ee::204,adv::LM_targeted::5ae224da554299234fd043ee::204,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae224da554299234fd043ee,3,primary,adv::LM_targeted::5ae224da554299234fd043ee::200,adv::LM_targeted::5ae224da554299234fd043ee::200,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae224da554299234fd043ee,4,primary,adv::LM_targeted::5ae224da554299234fd043ee::202,adv::LM_targeted::5ae224da554299234fd043ee::202,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5aba749055429901930fa7d8,0,primary,adv::LM_targeted::5aba749055429901930fa7d8::190,adv::LM_targeted::5aba749055429901930fa7d8::190,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5aba749055429901930fa7d8,1,primary,adv::LM_targeted::5aba749055429901930fa7d8::191,adv::LM_targeted::5aba749055429901930fa7d8::191,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5aba749055429901930fa7d8,2,primary,adv::LM_targeted::5aba749055429901930fa7d8::193,adv::LM_targeted::5aba749055429901930fa7d8::193,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5aba749055429901930fa7d8,3,primary,adv::LM_targeted::5aba749055429901930fa7d8::192,adv::LM_targeted::5aba749055429901930fa7d8::192,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5aba749055429901930fa7d8,4,primary,adv::LM_targeted::5aba749055429901930fa7d8::194,adv::LM_targeted::5aba749055429901930fa7d8::194,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae22b8d554299234fd0440f,0,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::36,adv::LM_targeted::5ae22b8d554299234fd0440f::36,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae22b8d554299234fd0440f,1,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::38,adv::LM_targeted::5ae22b8d554299234fd0440f::38,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae22b8d554299234fd0440f,2,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::35,adv::LM_targeted::5ae22b8d554299234fd0440f::35,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae22b8d554299234fd0440f,3,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::37,adv::LM_targeted::5ae22b8d554299234fd0440f::37,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5ae22b8d554299234fd0440f,4,primary,adv::LM_targeted::5ae22b8d554299234fd0440f::39,adv::LM_targeted::5ae22b8d554299234fd0440f::39,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a7759fc5542993569682d60,0,primary,adv::LM_targeted::5a7759fc5542993569682d60::187,adv::LM_targeted::5a7759fc5542993569682d60::187,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a7759fc5542993569682d60,1,primary,adv::LM_targeted::5a7759fc5542993569682d60::189,adv::LM_targeted::5a7759fc5542993569682d60::189,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a7759fc5542993569682d60,2,primary,adv::LM_targeted::5a7759fc5542993569682d60::186,adv::LM_targeted::5a7759fc5542993569682d60::186,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a7759fc5542993569682d60,3,primary,adv::LM_targeted::5a7759fc5542993569682d60::188,adv::LM_targeted::5a7759fc5542993569682d60::188,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a7759fc5542993569682d60,4,primary,adv::LM_targeted::5a7759fc5542993569682d60::185,adv::LM_targeted::5a7759fc5542993569682d60::185,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a8133725542995ce29dcbdb,0,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::22,adv::LM_targeted::5a8133725542995ce29dcbdb::22,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
mlfilterrag_targeted,5a8133725542995ce29dcbdb,1,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::21,adv::LM_targeted::5a8133725542995ce29dcbdb::21,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
mlfilterrag_targeted,5a8133725542995ce29dcbdb,2,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::24,adv::LM_targeted::5a8133725542995ce29dcbdb::24,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
mlfilterrag_targeted,5a8133725542995ce29dcbdb,3,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::23,adv::LM_targeted::5a8133725542995ce29dcbdb::23,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
mlfilterrag_targeted,5a8133725542995ce29dcbdb,4,backup,adv::LM_targeted::5a8133725542995ce29dcbdb::20,adv::LM_targeted::5a8133725542995ce29dcbdb::20,False,False,True,True,False,True,False,,possible_true_answer_leak_expected_named_entity_choice,True
mlfilterrag_targeted,5a8e068b5542995085b37384,0,backup,adv::LM_targeted::5a8e068b5542995085b37384::96,adv::LM_targeted::5a8e068b5542995085b37384::96,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a8e068b5542995085b37384,1,backup,adv::LM_targeted::5a8e068b5542995085b37384::95,adv::LM_targeted::5a8e068b5542995085b37384::95,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a8e068b5542995085b37384,2,backup,adv::LM_targeted::5a8e068b5542995085b37384::99,adv::LM_targeted::5a8e068b5542995085b37384::99,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a8e068b5542995085b37384,3,backup,adv::LM_targeted::5a8e068b5542995085b37384::98,adv::LM_targeted::5a8e068b5542995085b37384::98,False,False,True,False,False,False,False,,,True
mlfilterrag_targeted,5a8e068b5542995085b37384,4,backup,adv::LM_targeted::5a8e068b5542995085b37384::97,adv::LM_targeted::5a8e068b5542995085b37384::97,False,False,True,False,False,False,False,,,True
